
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.003    0.000 response.py:858(_raw_read)
       16    0.000    0.000    0.003    0.000 response.py:910(read)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        4    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
       16    0.000    0.000    0.000    0.000 retry.py:270(from_int)
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
       16    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
       16    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.001    0.001 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.004    0.004 script.py:18(<module>)
        1    0.000    0.000    0.000    0.000 script.py:25(Script)
        1    0.000    0.000    0.000    0.000 script.py:62(LogEntryAdded)
        1    0.000    0.000    0.000    0.000 script.py:73(ConsoleLogEntry)
        1    0.000    0.000    0.000    0.000 script.py:94(JavaScriptLogEntry)
        1    0.000    0.000    0.002    0.002 script_key.py:18(<module>)
        1    0.000    0.000    0.000    0.000 script_key.py:21(ScriptKey)
        1    0.000    0.000    0.000    0.000 select.py:18(<module>)
        1    0.000    0.000    0.000    0.000 select.py:26(Select)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.001    0.001 selenium_manager.py:17(<module>)
        1    0.000    0.000    0.000    0.000 selenium_manager.py:33(SeleniumManager)
        3    0.000    0.000    0.000    0.000 service.py:117(assert_process_still_running)
        3    0.000    0.000    0.003    0.001 service.py:123(is_connectable)
        3    0.000    0.000    0.006    0.002 service.py:128(send_remote_shutdown_command)
        3    0.000    0.000    0.009    0.003 service.py:141(stop)
        3    0.000    0.000    0.003    0.001 service.py:157(_terminate_process)
        8    0.000    0.000    0.129    0.016 service.py:17(<module>)
        1    0.000    0.000    0.000    0.000 service.py:18(<module>)
        1    0.000    0.000    0.001    0.001 service.py:188(__del__)
        2    0.000    0.000    0.003    0.002 service.py:199(_start_process)
        3    0.000    0.000    0.000    0.000 service.py:23(Service)
        1    0.000    0.000    0.000    0.000 service.py:24(ChromiumService)
        1    0.000    0.000    0.000    0.000 service.py:24(Service)
        4    0.000    0.000    0.000    0.000 service.py:243(env_path)
        3    0.000    0.000    0.000    0.000 service.py:25(Service)
        2    0.000    0.000    0.000    0.000 service.py:36(__init__)
        1    0.000    0.000    0.000    0.000 service.py:40(Service)
        2    0.000    0.000    0.000    0.000 service.py:51(__init__)
        2    0.000    0.000    0.000    0.000 service.py:63(command_line_args)
        5    0.000    0.000    0.000    0.000 service.py:77(service_url)
        2    0.000    0.000    0.000    0.000 service.py:87(path)
        2    0.000    0.000    0.000    0.000 service.py:91(path)
        2    0.000    0.000    0.016    0.008 service.py:95(start)
        1    0.000    0.000    0.000    0.000 session.py:19(<module>)
        1    0.000    0.000    0.000    0.000 shadowroot.py:18(<module>)
        1    0.000    0.000    0.000    0.000 shadowroot.py:24(ShadowRoot)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
       11    0.000    0.000    0.000    0.000 shutil.py:1361(_access_check)
        1    0.000    0.000    0.000    0.000 shutil.py:1366(which)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.002    0.002 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
       13    0.000    0.000    0.000    0.000 socket.py:219(__init__)
       18    0.000    0.000    0.001    0.000 socket.py:301(makefile)
        1    0.000    0.000    0.002    0.002 socket.py:4(<module>)
       18    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
       13    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
       15    0.000    0.000    0.000    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
       18    0.000    0.000    0.000    0.000 socket.py:643(__init__)
       27    0.000    0.000    7.397    0.274 socket.py:655(readinto)
       45    0.000    0.000    0.000    0.000 socket.py:694(readable)
       18    0.000    0.000    0.000    0.000 socket.py:732(close)
      376    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        6    0.000    0.000    0.003    0.001 socket.py:771(create_connection)
      377    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      378    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        8    0.000    0.000    0.003    0.000 socket.py:901(getaddrinfo)
      379    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       16    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
      858    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      858    0.006    0.000    0.009    0.000 sre_compile.py:276(_optimize_charset)
      262    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      262    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
     1011    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
       54    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      341    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  220/175    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      121    0.001    0.000    0.003    0.000 sre_compile.py:492(_get_charset_prefix)
      187    0.001    0.000    0.008    0.000 sre_compile.py:536(_compile_info)
      374    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      187    0.000    0.000    0.040    0.000 sre_compile.py:598(_code)
      258    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 5517/187    0.014    0.000    0.031    0.000 sre_compile.py:71(_compile)
      187    0.001    0.000    0.109    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     6184    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
    12551    0.002    0.000    0.003    0.000 sre_parse.py:160(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
    29507    0.006    0.000    0.009    0.000 sre_parse.py:164(__getitem__)
     1359    0.001    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
     7410    0.002    0.000    0.002    0.000 sre_parse.py:172(append)
 5475/378    0.005    0.000    0.009    0.000 sre_parse.py:174(getwidth)
      187    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    25616    0.006    0.000    0.006    0.000 sre_parse.py:233(__next)
    12215    0.003    0.000    0.005    0.000 sre_parse.py:249(match)
    16781    0.004    0.000    0.008    0.000 sre_parse.py:254(get)
      412    0.000    0.000    0.001    0.000 sre_parse.py:258(getwhile)
       81    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     4305    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
     1059    0.001    0.000    0.002    0.000 sre_parse.py:295(_class_escape)
      780    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      945    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
 1265/188    0.005    0.000    0.066    0.000 sre_parse.py:435(_parse_sub)
 4745/197    0.023    0.000    0.066    0.000 sre_parse.py:493(_parse)
      188    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      753    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      186    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      187    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      187    0.000    0.000    0.068    0.000 sre_parse.py:937(parse)
      186    0.000    0.000    0.006    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.005    0.005 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.018    0.018 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:24(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl_.py:30(_is_bpo_43522_fixed)
        1    0.000    0.000    0.000    0.000 ssl_.py:60(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       16    0.000    0.000    0.000    0.000 string.py:109(substitute)
       14    0.000    0.000    0.000    0.000 string.py:115(convert)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
       16    0.000    0.000    0.000    0.000 string.py:92(__init__)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        4    0.000    0.000    0.000    0.000 subprocess.py:1052(poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1058(_remaining_time)
        5    0.000    0.000    0.002    0.000 subprocess.py:1078(wait)
        3    0.000    0.000    0.000    0.000 subprocess.py:1101(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        3    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        3    0.000    0.000    0.004    0.001 subprocess.py:1552(_execute_child)
       13    0.000    0.000    0.000    0.000 subprocess.py:1634(<genexpr>)
        3    0.000    0.000    0.000    0.000 subprocess.py:1708(_handle_exitstatus)
        6    0.000    0.000    0.000    0.000 subprocess.py:1726(_internal_poll)
        5    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
        5    0.000    0.000    0.002    0.000 subprocess.py:1774(_wait)
        3    0.000    0.000    0.000    0.000 subprocess.py:1929(send_signal)
        3    0.000    0.000    0.000    0.000 subprocess.py:1935(terminate)
        3    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.002    0.002 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(CompletedProcess)
